"id","experience","job_type","location","min_salary","max_salary","company_name_encoded","key_skills","key_skills_id"
2864,"5-10 yrs",NA,"Pune",10,15,2809,"r",17
2865,"13-15 yrs","Analytics","Gurgaon",25,50,4470,"predictive analytics",15
2867,"8-13 yrs","Analytics","Pune",15,25,2809,"big data",2
2867,"8-13 yrs","Analytics","Pune",15,25,2809,"analytics",1
2867,"8-13 yrs","Analytics","Pune",15,25,2809,"big data analytics",3
2868,"3-5 yrs",NA,"Bengaluru",10,15,2016,"sql",19
2870,"2-5 yrs","Analytics","Bengaluru",3,6,190,"analytics",1
2871,"3-5 yrs","analytics","Mumbai, Mumbai",6,10,1530,"analytics",1
2878,"2-6 yrs","Analytics","Ahmedabad",10,15,1301,"sql",19
2882,"1-3 yrs",NA,"Delhi NCR, Gurgaon",10,15,1969,"regression testing",18
2898,"2-6 yrs","Analytics","Delhi NCR, Gurgaon",10,15,1969,"fraud analytics",7
2901,"10-10 yrs","Analytics","Bengaluru",25,50,1872,"analytics",1
2902,"2-5 yrs","Analytics","Bengaluru",3,6,190,"analytics",1
2903,"15-18 yrs","Analytics","Bengaluru",15,25,4822,"analytics",1
2915,"7-12 yrs",NA,"Mumbai, Mumbai Suburbs, Navi Mumbai",10,15,772,"big data",2
2915,"7-12 yrs",NA,"Mumbai, Mumbai Suburbs, Navi Mumbai",10,15,772,"hadoop",8
2916,"2-7 yrs",NA,"Hyderabad",6,10,935,"hadoop",8
2917,"2-6 yrs","Analytics","Bengaluru",6,10,2740,"sql",19
2917,"2-6 yrs","Analytics","Bengaluru",6,10,2740,"python",16
2917,"2-6 yrs","Analytics","Bengaluru",6,10,2740,"analytics",1
2940,"3-6 yrs",NA,"Pune",6,10,190,"sql",19
2942,"4-9 yrs","Analytics","Bengaluru",6,10,3457,"analytics",1
2946,"1-6 yrs",NA,"Pune",0,3,4951,"python",16
2954,"3-6 yrs",NA,"Bengaluru",3,6,147,"hadoop",8
2956,"2-4 yrs","Analytics","Chennai",10,15,1783,"python",16
2961,"2-6 yrs","Analytics","Gurgaon",10,15,1969,"analytics",1
2966,"6-10 yrs","Analytics","Bengaluru",15,25,1632,"sql",19
2966,"6-10 yrs","Analytics","Bengaluru",15,25,1632,"big data",2
2966,"6-10 yrs","Analytics","Bengaluru",15,25,1632,"python",16
2967,"3-6 yrs",NA,"Bengaluru",6,10,2606,"sql",19
2969,"10-12 yrs",NA,"Bengaluru",10,15,4541,"sql",19
2970,"3-5 yrs",NA,"Noida(Sector-59 Noida)",10,15,3443,"natural language processing",14
2970,"3-5 yrs",NA,"Noida(Sector-59 Noida)",10,15,3443,"machine learning",9
2970,"3-5 yrs",NA,"Noida(Sector-59 Noida)",10,15,3443,"python",16
2971,"0-2 yrs","analytics","Mumbai, Mumbai Suburbs",3,6,1124,"machine learning",9
2971,"0-2 yrs","analytics","Mumbai, Mumbai Suburbs",3,6,1124,"big data",2
2983,"8-13 yrs","Analytics","Bengaluru",15,25,412,"analytics",1
2985,"2-7 yrs","Analytics","Gurgaon, Gurugram",6,10,2574,"analytics",1
2995,"4-7 yrs","Analytics","Mumbai",10,15,3362,"predictive analytics",15
2995,"4-7 yrs","Analytics","Mumbai",10,15,3362,"sql",19
2997,"5-8 yrs",NA,"Ahmedabad",15,25,3893,"hadoop",8
2997,"5-8 yrs",NA,"Ahmedabad",15,25,3893,"python",16
2999,"6-11 yrs","Analytics","Bengaluru",15,25,2390,"data science",5
2999,"6-11 yrs","Analytics","Bengaluru",15,25,2390,"r",17
2999,"6-11 yrs","Analytics","Bengaluru",15,25,2390,"machine learning",9
2999,"6-11 yrs","Analytics","Bengaluru",15,25,2390,"python",16
3004,"5-10 yrs","Analytics","Bengaluru",15,25,3319,"r",17
3004,"5-10 yrs","Analytics","Bengaluru",15,25,3319,"analytics",1
3006,"2-5 yrs",NA,"Pune(Parvati Darshan)",3,6,4221,"team leading",20
3011,"5-10 yrs",NA,"United States (U.S)",25,50,1970,"matlab",12
3016,"4-6 yrs","analytics","Gurgaon",10,15,4412,"r",17
3017,"5-7 yrs","analytics","Bengaluru",25,50,2105,"machine learning",9
3017,"5-7 yrs","analytics","Bengaluru",25,50,2105,"python",16
3021,"1-5 yrs","Analytics","Delhi NCR",0,3,3513,"analytics",1
3023,"8-13 yrs","Analytics","Chennai",6,10,3931,"r",17
3023,"8-13 yrs","Analytics","Chennai",6,10,3931,"sql",19
3025,"12-18 yrs",NA,"Chennai",15,25,2342,"sql",19
3031,"4-9 yrs","Analytics","Bengaluru(Whitefield)",10,15,4490,"sql",19
3042,"8-10 yrs",NA,"Gurgaon, Gurugram",15,25,1970,"team leading",20
3045,"3-6 yrs",NA,"Bengaluru",10,15,339,"sql",19
3045,"3-6 yrs",NA,"Bengaluru",10,15,339,"python",16
3046,"2-4 yrs","Analytics","Delhi(East of Kailash)",10,15,601,"r",17
3046,"2-4 yrs","Analytics","Delhi(East of Kailash)",10,15,601,"sql",19
3051,"5-7 yrs","analytics","Gurgaon",3,6,1682,"analytics",1
3056,"4-9 yrs",NA,"Navi Mumbai",10,15,3594,"python",16
3057,"10-15 yrs",NA,"Hyderabad",25,50,991,"machine learning",9
3061,"2-6 yrs","Analytics","Gurgaon, Gurugram",15,25,1988,"r",17
3061,"2-6 yrs","Analytics","Gurgaon, Gurugram",15,25,1988,"machine learning",9
3061,"2-6 yrs","Analytics","Gurgaon, Gurugram",15,25,1988,"python",16
3061,"2-6 yrs","Analytics","Gurgaon, Gurugram",15,25,1988,"analytics",1
3065,"10-14 yrs",NA,"Bengaluru",15,25,1969,"hadoop",8
3067,"10-15 yrs","Analytics","Mumbai, Bengaluru, Pune",25,50,3319,"machine learning",9
3067,"10-15 yrs","Analytics","Mumbai, Bengaluru, Pune",25,50,3319,"r",17
3067,"10-15 yrs","Analytics","Mumbai, Bengaluru, Pune",25,50,3319,"data science",5
3069,"2-5 yrs",NA,"Delhi",3,6,2325,"regression testing",18
3072,"4-9 yrs","Analytics","Mumbai",6,10,5018,"marketing automation",11
3073,"7-12 yrs","Analytics","Gurgaon, Gurugram",10,15,1969,"analytics",1
3080,"3-5 yrs",NA,"Noida(Sector-59 Noida)",15,25,3443,"natural language processing",14
3080,"3-5 yrs",NA,"Noida(Sector-59 Noida)",15,25,3443,"machine learning",9
3080,"3-5 yrs",NA,"Noida(Sector-59 Noida)",15,25,3443,"python",16
3081,"5-10 yrs","Analytics","Mumbai",10,15,5019,"analytics",1
3083,"3-8 yrs","Analytics","Bengaluru",10,15,2501,"predictive analytics",15
3085,"7-10 yrs","Analytics","Gurgaon, Gurugram",15,25,1988,"analytics",1
3089,"6-10 yrs",NA,"Pune",25,50,3851,"r",17
3089,"6-10 yrs",NA,"Pune",25,50,3851,"sql",19
3094,"3-8 yrs",NA,"Bengaluru",25,50,1985,"machine learning",9
3094,"3-8 yrs",NA,"Bengaluru",25,50,1985,"python",16
3095,"4-8 yrs","Analytics","Gurgaon",6,10,190,"analytics",1
3096,"10-14 yrs","Analytics","Kochi",15,25,1675,"big data analytics",3
3100,"10-20 yrs",NA,"Bengaluru",25,50,2270,"machine learning",9
3103,"8-12 yrs","Analytic","Gurgaon",15,25,1970,"model development",13
3109,"4-8 yrs","Analytics","Gurgaon",10,15,1301,"r",17
3109,"4-8 yrs","Analytics","Gurgaon",10,15,1301,"machine learning",9
3114,"2-5 yrs",NA,"Bengaluru",3,6,761,"python",16
3114,"2-5 yrs",NA,"Bengaluru",3,6,761,"machine learning",9
3119,"2-5 yrs","Analytics","Delhi NCR, Gurgaon",6,10,1989,"sql",19
3119,"2-5 yrs","Analytics","Delhi NCR, Gurgaon",6,10,1989,"r",17
3119,"2-5 yrs","Analytics","Delhi NCR, Gurgaon",6,10,1989,"analytics",1
3120,"5-7 yrs","Analytics","Bengaluru, Gurgaon, Gurugram",6,10,1969,"analytics",1
3123,"7-12 yrs","Analytics","Gurgaon, Gurugram",25,50,1970,"analytics",1
3123,"7-12 yrs","Analytics","Gurgaon, Gurugram",25,50,1970,"python",16
3123,"7-12 yrs","Analytics","Gurgaon, Gurugram",25,50,1970,"r",17
3123,"7-12 yrs","Analytics","Gurgaon, Gurugram",25,50,1970,"predictive analytics",15
3124,"7-12 yrs","Analytics","Hyderabad",15,25,3848,"analytics",1
3125,"2-4 yrs",NA,"Noida",15,25,2800,"machine learning",9
3133,"2-6 yrs","analytics","Bengaluru",6,10,1715,"r",17
3133,"2-6 yrs","analytics","Bengaluru",6,10,1715,"python",16
3133,"2-6 yrs","analytics","Bengaluru",6,10,1715,"predictive analytics",15
3135,"5-6 yrs",NA,"Kochi",6,10,1305,"hadoop",8
3139,"2-7 yrs",NA,"Gurgaon, Delhi, Ghaziabad, Noida",6,10,2429,"big data",2
3142,"3-8 yrs",NA,"Hyderabad",3,6,4325,"machine learning",9
3142,"3-8 yrs",NA,"Hyderabad",3,6,4325,"r",17
3142,"3-8 yrs",NA,"Hyderabad",3,6,4325,"python",16
3149,"8-13 yrs",NA,"Noida",10,15,1871,"hadoop",8
3150,"5-7 yrs","Analytics","Bengaluru",15,25,1970,"analytics",1
3150,"5-7 yrs","Analytics","Bengaluru",15,25,1970,"sql",19
3150,"5-7 yrs","Analytics","Bengaluru",15,25,1970,"r",17
3154,"9-14 yrs","ANALYTICS","Mumbai",3,6,1473,"big data analytics",3
3155,"10-12 yrs",NA,"Bengaluru",15,25,1871,"sql",19
3155,"10-12 yrs",NA,"Bengaluru",15,25,1871,"big data",2
3158,"4-8 yrs","Analytics","Bengaluru",6,10,4061,"hadoop",8
3158,"4-8 yrs","Analytics","Bengaluru",6,10,4061,"big data",2
3158,"4-8 yrs","Analytics","Bengaluru",6,10,4061,"python",16
3158,"4-8 yrs","Analytics","Bengaluru",6,10,4061,"analytics",1
3161,"4-8 yrs",NA,"Hyderabad",3,6,1891,"hadoop",8
3161,"4-8 yrs",NA,"Hyderabad",3,6,1891,"python",16
3167,"3-5 yrs",NA,"Bengaluru",6,10,288,"python",16
3168,"4-9 yrs","Analytics","Hyderabad",10,15,2533,"analytics",1
3172,"8-11 yrs","Analytics","Bengaluru, Gurgaon, Gurugram",25,50,2884,"machine learning",9
3177,"2-5 yrs","Analytics","Bengaluru",3,6,190,"sql",19
3177,"2-5 yrs","Analytics","Bengaluru",3,6,190,"python",16
3177,"2-5 yrs","Analytics","Bengaluru",3,6,190,"analytics",1
3186,"4-6 yrs",NA,"Pune",10,15,2809,"hadoop",8
3193,"5-9 yrs",NA,"Trivandrum",10,15,1850,"sql",19
3200,"2-5 yrs","Analytics","Pune",3,6,190,"analytics",1
3214,"10-12 yrs","ANALYTICS","Bengaluru",6,10,1875,"analytics",1
3220,"5-10 yrs","Analytics","Bengaluru",6,10,4919,"sql",19
3220,"5-10 yrs","Analytics","Bengaluru",6,10,4919,"python",16
3221,"13-15 yrs","Analytics","Bengaluru, Delhi NCR",25,50,1988,"r",17
3224,"5-10 yrs",NA,"Gurgaon",25,50,1301,"r",17
3226,"7-10 yrs","Analytics","Bengaluru",10,15,2841,"analytics",1
3229,"2-6 yrs","analytics","Gurgaon(Cyber City)",3,6,1958,"analytics",1
3232,"3-5 yrs","analytics","Bengaluru",15,25,1988,"analytics",1
3234,"5-10 yrs",NA,"Greater Noida",10,15,4272,"python",16
3234,"5-10 yrs",NA,"Greater Noida",10,15,4272,"r",17
3237,"3-6 yrs","Analytics","Bengaluru",6,10,190,"python",16
3237,"3-6 yrs","Analytics","Bengaluru",6,10,190,"machine learning",9
3244,"3-6 yrs",NA,"Bengaluru",15,25,339,"sql",19
3244,"3-6 yrs",NA,"Bengaluru",15,25,339,"python",16
3245,"10-20 yrs","Analytics","Bengaluru, Mumbai",25,50,1578,"hadoop",8
3248,"1-6 yrs","analytics","Delhi NCR",10,15,1970,"analytics",1
3248,"1-6 yrs","analytics","Delhi NCR",10,15,1970,"sql",19
3248,"1-6 yrs","analytics","Delhi NCR",10,15,1970,"big data",2
3248,"1-6 yrs","analytics","Delhi NCR",10,15,1970,"hadoop",8
3250,"8-13 yrs",NA,"Bengaluru, Gurgaon, Gurugram",25,50,2914,"machine learning",9
3251,"2-5 yrs","Analytics","Mumbai",15,25,4513,"analytics",1
3251,"2-5 yrs","Analytics","Mumbai",15,25,4513,"data science",5
3252,"2-6 yrs","Analytics","Mumbai, Bengaluru",10,15,3417,"machine learning",9
3252,"2-6 yrs","Analytics","Mumbai, Bengaluru",10,15,3417,"r",17
3254,"5-8 yrs",NA,"Vijayawada",6,10,1002,"r",17
3260,"2-4 yrs","analytics","Gurgaon, Gurugram",10,15,1483,"sql",19
3260,"2-4 yrs","analytics","Gurgaon, Gurugram",10,15,1483,"r",17
3260,"2-4 yrs","analytics","Gurgaon, Gurugram",10,15,1483,"python",16
3260,"2-4 yrs","analytics","Gurgaon, Gurugram",10,15,1483,"analytics",1
3261,"2-7 yrs",NA,"Australia, Canada",10,15,977,"big data",2
3265,"4-8 yrs","Analytics","Gurgaon",6,10,4822,"analytics",1
3269,"5-8 yrs",NA,"Bengaluru",6,10,190,"sql",19
3271,"3-7 yrs",NA,"Mumbai",10,15,2319,"regression testing",18
3273,"8-12 yrs",NA,"Delhi NCR, Mumbai, Bengaluru",10,15,3319,"machine learning",9
3273,"8-12 yrs",NA,"Delhi NCR, Mumbai, Bengaluru",10,15,3319,"python",16
3273,"8-12 yrs",NA,"Delhi NCR, Mumbai, Bengaluru",10,15,3319,"r",17
3280,"4-9 yrs",NA,"Bengaluru",10,15,646,"machine learning",9
3282,"1-5 yrs","Analytics","Hyderabad",6,10,190,"analytics",1
3283,"2-6 yrs",NA,"Bengaluru",3,6,190,"python",16
3284,"2-5 yrs",NA,"Noida",10,15,2825,"python",16
3284,"2-5 yrs",NA,"Noida",10,15,2825,"machine learning",9
3284,"2-5 yrs",NA,"Noida",10,15,2825,"r",17
3284,"2-5 yrs",NA,"Noida",10,15,2825,"sql",19
3289,"8-12 yrs","Analytic","Gurgaon",25,50,1970,"model development",13
3293,"7-12 yrs","Analytics","Gurgaon, Gurugram",25,50,1988,"analytics",1
3313,"4-9 yrs",NA,"Hyderabad(Madhapur)",3,6,1259,"sql",19
3328,"2-7 yrs",NA,"Hyderabad",15,25,3109,"data science",5
3328,"2-7 yrs",NA,"Hyderabad",15,25,3109,"machine learning",9
3328,"2-7 yrs",NA,"Hyderabad",15,25,3109,"python",16
3339,"2-5 yrs",NA,"Bengaluru",6,10,190,"sql",19
3340,"7-10 yrs","Analytics","Bengaluru",6,10,2260,"analytics",1
3342,"9-14 yrs","analytics","Delhi NCR, Gurgaon",25,50,1969,"analytics",1
3347,"6-9 yrs","analytics","Delhi",25,50,889,"r",17
3347,"6-9 yrs","analytics","Delhi",25,50,889,"sql",19
3350,"6-11 yrs",NA,"Pune",25,50,4665,"python",16
3362,"1-2 yrs",NA,"Mumbai",10,15,943,"machine learning",9
3362,"1-2 yrs",NA,"Mumbai",10,15,943,"machine learning engineer",10
3369,"5-9 yrs",NA,"Bengaluru",25,50,4014,"python",16
3370,"1-5 yrs",NA,"Bengaluru",3,6,776,"sql",19
3374,"4-8 yrs",NA,"Mumbai",15,25,3319,"data science",5
3374,"4-8 yrs",NA,"Mumbai",15,25,3319,"machine learning",9
3383,"4-9 yrs",NA,"United States (U.S)",15,25,2972,"machine learning",9
3384,"4-9 yrs","Analytic","Pune",15,25,4893,"machine learning",9
3384,"4-9 yrs","Analytic","Pune",15,25,4893,"python",16
3386,"1-3 yrs","Analytics","Gurgaon",6,10,1682,"data science",5
3386,"1-3 yrs","Analytics","Gurgaon",6,10,1682,"machine learning",9
3395,"7-10 yrs",NA,"Bengaluru",10,15,973,"python",16
3397,"5-8 yrs",NA,"Bengaluru",6,10,1382,"sql",19
3411,"2-5 yrs","analytics","Bengaluru",6,10,1969,"analytics",1
3417,"7-12 yrs","Analytics","Delhi NCR",25,50,1988,"model development",13
3417,"7-12 yrs","Analytics","Delhi NCR",25,50,1988,"analytics",1
3421,"2-7 yrs","Analytic","Gurgaon",15,25,1970,"model development",13
3422,"1-2 yrs","Analytics","Mumbai",10,15,4505,"analytics",1
3424,"6-11 yrs","Analytics","Bengaluru",10,15,16,"sql",19
3435,"2-5 yrs","Analytics","Mumbai",6,10,4513,"data science",5
3436,"0-3 yrs","analytics","Bengaluru",3,6,4198,"python",16
3436,"0-3 yrs","analytics","Bengaluru",3,6,4198,"machine learning",9
3444,"5-10 yrs",NA,"Gurgaon",25,50,1301,"r",17
3446,"5-10 yrs","analytics","Mumbai",6,10,723,"r",17
3446,"5-10 yrs","analytics","Mumbai",6,10,723,"predictive analytics",15
3448,"7-8 yrs","Analytics","Gurgaon",6,10,1462,"natural language processing",14
3448,"7-8 yrs","Analytics","Gurgaon",6,10,1462,"data science",5
3451,"8-13 yrs","Analytics","Pune",25,50,839,"predictive analytics",15
3458,"8-10 yrs","Analytics","Chennai",15,25,3382,"predictive analytics",15
3458,"8-10 yrs","Analytics","Chennai",15,25,3382,"r",17
3465,"2-5 yrs",NA,"Bengaluru",10,15,2108,"sql",19
3466,"4-6 yrs",NA,"Bengaluru",6,10,764,"python",16
3476,"3-8 yrs","Analytics","Bengaluru",15,25,4490,"sql",19
3476,"3-8 yrs","Analytics","Bengaluru",15,25,4490,"big data",2
3476,"3-8 yrs","Analytics","Bengaluru",15,25,4490,"hadoop",8
3481,"3-5 yrs","Analytics","Bengaluru",3,6,1384,"model development",13
3483,"5-8 yrs",NA,"Bengaluru",10,15,3810,"sql",19
3487,"4-9 yrs",NA,"Delhi NCR",15,25,1353,"data science",5
3489,"0-0 yrs",NA,"Pune",0,3,4951,"sql",19
3497,"9-13 yrs",NA,"Pune",10,15,1072,"big data",2
3497,"9-13 yrs",NA,"Pune",10,15,1072,"hadoop",8
3499,"5-10 yrs",NA,"Chennai",15,25,3266,"machine learning",9
3500,"3-8 yrs",NA,"Hyderabad",3,6,1936,"sql",19
3501,"2-5 yrs","Analytics","Bengaluru",6,10,4051,"python",16
3504,"4-6 yrs",NA,"Kochi, Trivandrum",15,25,4936,"sql",19
3507,"7-11 yrs",NA,"Bengaluru",10,15,853,"machine learning",9
3507,"7-11 yrs",NA,"Bengaluru",10,15,853,"python",16
3511,"0-5 yrs","Analytics","Mumbai, Pune",0,3,4745,"analytics",1
3514,"2-5 yrs",NA,"Bengaluru",10,15,2759,"sql",19
3516,"2-5 yrs","Analytics","Bengaluru",3,6,1526,"analytics",1
3518,"1-6 yrs","analytics","Mumbai, Bengaluru",15,25,3945,"machine learning",9
3523,"2-4 yrs",NA,"Mumbai",6,10,1970,"big data",2
3524,"7-12 yrs",NA,"Delhi NCR",15,25,3275,"sql",19
3525,"5-10 yrs",NA,"Pune",15,25,2671,"data science",5
3525,"5-10 yrs",NA,"Pune",15,25,2671,"r",17
3529,"5-7 yrs","Analytics","Gurgaon",10,15,2676,"analytics",1
3535,"10-15 yrs","Analytics","Delhi NCR",25,50,2671,"model development",13
3535,"10-15 yrs","Analytics","Delhi NCR",25,50,2671,"python",16
3535,"10-15 yrs","Analytics","Delhi NCR",25,50,2671,"r",17
3535,"10-15 yrs","Analytics","Delhi NCR",25,50,2671,"analytics",1
3537,"6-10 yrs","Analytics","Pune",10,15,3678,"r",17
3537,"6-10 yrs","Analytics","Pune",10,15,3678,"analytics",1
3546,"8-13 yrs","Analytics","Mumbai",25,50,2091,"r",17
3548,"2-5 yrs",NA,"Bengaluru, Gurgaon",15,25,1410,"big data",2
3552,"10-15 yrs","Analytics","Bengaluru",15,25,4822,"analytics",1
3553,"8-12 yrs","Analytics","Delhi NCR",15,25,4301,"data science",5
3553,"8-12 yrs","Analytics","Delhi NCR",15,25,4301,"r",17
3553,"8-12 yrs","Analytics","Delhi NCR",15,25,4301,"machine learning",9
3561,"5-7 yrs",NA,"Hyderabad",15,25,389,"r",17
3563,"2-6 yrs",NA,"Gurgaon",10,15,4061,"natural language processing",14
3563,"2-6 yrs",NA,"Gurgaon",10,15,4061,"machine learning",9
3567,"5-10 yrs","Analytics","Gurgaon, Noida",15,25,2906,"sql",19
3568,"12-22 yrs","Analytics","Delhi NCR, Gurgaon",15,25,4409,"analytics",1
3568,"12-22 yrs","Analytics","Delhi NCR, Gurgaon",15,25,4409,"r",17
3576,"8-12 yrs","Analytics","Gurgaon",15,25,1970,"r",17
3576,"8-12 yrs","Analytics","Gurgaon",15,25,1970,"python",16
3581,"0-3 yrs",NA,"Gurgaon",10,15,4636,"python",16
3589,"2-7 yrs",NA,"Bengaluru",6,10,2637,"sql",19
3592,"3-7 yrs","Analytics","Bengaluru",10,15,1969,"analytics",1
3594,"0-2 yrs","Analytics","Chennai, Hyderabad, Pune",3,6,3132,"sql",19
3594,"0-2 yrs","Analytics","Chennai, Hyderabad, Pune",3,6,3132,"machine learning",9
3603,"10-15 yrs","Analytics","Bengaluru",25,50,3612,"machine learning",9
3603,"10-15 yrs","Analytics","Bengaluru",25,50,3612,"analytics",1
3604,"8-13 yrs","Analytics","Mumbai",25,50,2091,"r",17
3615,"2-6 yrs",NA,"Gurgaon",10,15,4817,"sql",19
3617,"1-5 yrs","Analytics","Bengaluru",3,6,190,"analytics",1
3625,"3-6 yrs","Analytics","Bengaluru",6,10,1173,"sql",19
3625,"3-6 yrs","Analytics","Bengaluru",6,10,1173,"python",16
3625,"3-6 yrs","Analytics","Bengaluru",6,10,1173,"analytics",1
3634,"2-5 yrs","Analytics","Gurgaon",6,10,1948,"sql",19
3634,"2-5 yrs","Analytics","Gurgaon",6,10,1948,"analytics",1
3645,"6-10 yrs","Analytics","Gurgaon",15,25,2906,"hadoop",8
3645,"6-10 yrs","Analytics","Gurgaon",15,25,2906,"big data analytics",3
3645,"6-10 yrs","Analytics","Gurgaon",15,25,2906,"r",17
3654,"5-10 yrs",NA,"Hyderabad",15,25,3319,"sql",19
3654,"5-10 yrs",NA,"Hyderabad",15,25,3319,"hadoop",8
3656,"2-4 yrs",NA,"Mumbai",10,15,4331,"machine learning",9
3656,"2-4 yrs",NA,"Mumbai",10,15,4331,"natural language processing",14
3656,"2-4 yrs",NA,"Mumbai",10,15,4331,"sql",19
3668,"15-20 yrs","Analytics","Bengaluru",15,25,4822,"analytics",1
3676,"5-8 yrs","Analytics","Bengaluru",10,15,191,"sql",19
3679,"6-9 yrs","Analytics","Bengaluru",6,10,910,"analytics",1
3684,"14-16 yrs","Analytics","Chennai",6,10,3931,"r",17
3684,"14-16 yrs","Analytics","Chennai",6,10,3931,"sql",19
3694,"2-5 yrs","Analytics","Mumbai",6,10,910,"matlab",12
3694,"2-5 yrs","Analytics","Mumbai",6,10,910,"analytics",1
3698,"6-10 yrs",NA,"United States (U.S), New Jersey",15,25,1970,"r",17
3698,"6-10 yrs",NA,"United States (U.S), New Jersey",15,25,1970,"matlab",12
3700,"10-18 yrs","Analytics","Bengaluru, Chennai, Pune",15,25,1871,"analytics",1
3705,"7-12 yrs",NA,"Navi Mumbai",10,15,3596,"python",16
3707,"6-10 yrs","Analytics","Gurgaon, Gurugram",25,50,1988,"analytics",1
3710,"7-12 yrs",NA,"United States (U.S), New Jersey",15,25,1988,"matlab",12
3714,"3-8 yrs","Analytics","Delhi NCR",10,15,3471,"predictive analytics",15
3716,"5-9 yrs",NA,"Gurgaon",15,25,16,"data science",5
3716,"5-9 yrs",NA,"Gurgaon",15,25,16,"machine learning",9
3716,"5-9 yrs",NA,"Gurgaon",15,25,16,"python",16
3716,"5-9 yrs",NA,"Gurgaon",15,25,16,"sql",19
3716,"5-9 yrs",NA,"Gurgaon",15,25,16,"r",17
3717,"2-5 yrs","Analytics","Mumbai",10,15,4505,"data science",5
3719,"4-9 yrs","analytics","Bengaluru",15,25,2997,"r",17
3723,"1-4 yrs","analytics","Bengaluru",3,6,314,"sql",19
3726,"3-5 yrs",NA,"Delhi NCR",10,15,1969,"sql",19
3730,"2-7 yrs",NA,"Bengaluru",3,6,2960,"python",16
3732,"3-8 yrs","Analytics","Hyderabad",15,25,1665,"hadoop",8
3732,"3-8 yrs","Analytics","Hyderabad",15,25,1665,"big data analytics",3
3736,"15-20 yrs","Analytics","Noida",15,25,4027,"sql",19
3736,"15-20 yrs","Analytics","Noida",15,25,4027,"analytics",1
3737,"8-12 yrs","Analytics","Delhi NCR, Mumbai, Bengaluru, Gurgaon",10,15,4298,"machine learning",9
3737,"8-12 yrs","Analytics","Delhi NCR, Mumbai, Bengaluru, Gurgaon",10,15,4298,"analytics",1
3738,"7-10 yrs","Analytics","Mumbai",6,10,837,"sql",19
3745,"2-5 yrs","Analytics","Mumbai",3,6,910,"matlab",12
3745,"2-5 yrs","Analytics","Mumbai",3,6,910,"analytics",1
3749,"10-15 yrs",NA,"Pune",25,50,2809,"hadoop",8
3752,"1-2 yrs","Analytics","Mumbai",6,10,3233,"big data analytics",3
3753,"5-7 yrs",NA,"Pune",15,25,1164,"sql",19
3753,"5-7 yrs",NA,"Pune",15,25,1164,"python",16
3759,"8-13 yrs","Analytics","Pune",25,50,3612,"r",17
3760,"5-8 yrs",NA,"Mumbai, Bengaluru, Chennai, Hyderabad",15,25,924,"big data",2
3761,"2-5 yrs","Analytics","Gurgaon",3,6,3322,"analytics",1
3766,"2-5 yrs","Analytics","Bengaluru",10,15,884,"r",17
3773,"2-5 yrs",NA,"Bengaluru",10,15,3937,"data science",5
3773,"2-5 yrs",NA,"Bengaluru",10,15,3937,"python",16
3773,"2-5 yrs",NA,"Bengaluru",10,15,3937,"r",17
3775,"4-8 yrs",NA,"Bengaluru, Gurgaon, Gurugram",15,25,1969,"python",16
3778,"10-14 yrs","Analytics","Pune",15,25,4301,"r",17
3782,"3-8 yrs","analytics","Delhi NCR",15,25,3319,"analytics",1
3785,"4-9 yrs",NA,"Bengaluru",10,15,1487,"big data",2
3786,"6-11 yrs","Analytics","Mumbai",25,50,2033,"analytics",1
3787,"2-7 yrs",NA,"Bengaluru",0,3,2031,"sql",19
3793,"5-10 yrs",NA,"Bengaluru",10,15,911,"r",17
3793,"5-10 yrs",NA,"Bengaluru",10,15,911,"python",16
3794,"5-8 yrs",NA,"Bengaluru",15,25,3172,"sql",19
3795,"2-6 yrs","analytics","Bengaluru",6,10,2981,"sql",19
3806,"4-6 yrs","Analytics","Gurugram",15,25,193,"python",16
3806,"4-6 yrs","Analytics","Gurugram",15,25,193,"matlab",12
3806,"4-6 yrs","Analytics","Gurugram",15,25,193,"sql",19
3808,"8-13 yrs","Analytics","Pune",15,25,3612,"r",17
3816,"10-15 yrs","Analytics","Gurgaon",15,25,1989,"r",17
3816,"10-15 yrs","Analytics","Gurgaon",15,25,1989,"predictive analytics",15
3816,"10-15 yrs","Analytics","Gurgaon",15,25,1989,"model development",13
3835,"9-14 yrs","Analytics","Bengaluru",15,25,1632,"big data",2
3843,"2-5 yrs","Analytics","Delhi NCR, Gurgaon",6,10,1713,"sql",19
3844,"2-7 yrs","Analytic","Gurgaon",10,15,1969,"model development",13
3846,"7-12 yrs","Analytics","Delhi NCR",25,50,1988,"analytics",1
3848,"9-14 yrs",NA,"Bengaluru",25,50,749,"r",17
3848,"9-14 yrs",NA,"Bengaluru",25,50,749,"python",16
3848,"9-14 yrs",NA,"Bengaluru",25,50,749,"machine learning",9
3848,"9-14 yrs",NA,"Bengaluru",25,50,749,"matlab",12
3849,"4-6 yrs",NA,"Delhi NCR, Gurgaon",10,15,1970,"r",17
3850,"2-4 yrs",NA,"Bengaluru, Gurgaon",6,10,1969,"sql",19
3856,"9-14 yrs","analytics","Bengaluru",15,25,2602,"r",17
3856,"9-14 yrs","analytics","Bengaluru",15,25,2602,"analytics",1
3859,"1-4 yrs",NA,"Delhi NCR",10,15,3275,"marketing automation",11
3860,"2-5 yrs","analytics","Chennai",3,6,4024,"analytics",1
3862,"4-7 yrs","analytics","Noida",10,15,4817,"r",17
