"","id","q","ans","key_skills_id","min_salary","max_salary","gender","age","location","education","title","experience"
"2112",1058,"Q16_Part_1","python",16,70,80,"Male","30-34","United States of America","Bachelor’s degree","Data Scientist","1-2"
"2113",1058,"Q16_Part_3","sql",19,70,80,"Male","30-34","United States of America","Bachelor’s degree","Data Scientist","1-2"
"2114",1059,"Q16_Part_1","python",16,100,125,"Male","30-34","United States of America","Master’s degree","Data Scientist","1-2"
"2115",1060,"Q16_Part_1","python",16,10,20,"Male","25-29","Brazil","Master’s degree","Data Scientist","1-2"
"2116",1061,"Q16_Part_1","python",16,150,200,"Male","60-69","United States of America","Master’s degree","Data Scientist","10-15"
"2117",1061,"Q16_Part_2","r",17,150,200,"Male","60-69","United States of America","Master’s degree","Data Scientist","10-15"
"2118",1061,"Q16_Part_3","sql",19,150,200,"Male","60-69","United States of America","Master’s degree","Data Scientist","10-15"
"2119",1062,"Q13_Part_7","matlab",12,90,100,"Male","25-29","United States of America","Bachelor’s degree","Data Scientist","1-2"
"2120",1062,"Q16_Part_1","python",16,90,100,"Male","25-29","United States of America","Bachelor’s degree","Data Scientist","1-2"
"2121",1062,"Q16_Part_2","r",17,90,100,"Male","25-29","United States of America","Bachelor’s degree","Data Scientist","1-2"
"2122",1063,"Q16_Part_1","python",16,40,50,"Male","22-24","United States of America","Master’s degree","Data Scientist","1-2"
"2123",1064,"Q16_Part_2","r",17,40,50,"Male","25-29","Singapore","Bachelor’s degree","Data Scientist","2-3"
"2124",1065,"Q13_Part_7","matlab",12,0,10,"Male","22-24","United States of America","Doctoral degree","Data Scientist","0-1"
"2125",1065,"Q16_Part_1","python",16,0,10,"Male","22-24","United States of America","Doctoral degree","Data Scientist","0-1"
"2126",1065,"Q16_Part_2","r",17,0,10,"Male","22-24","United States of America","Doctoral degree","Data Scientist","0-1"
"2127",1065,"Q16_Part_9","matlab",12,0,10,"Male","22-24","United States of America","Doctoral degree","Data Scientist","0-1"
"2128",1067,"Q16_Part_1","python",16,70,80,"Male","30-34","Australia","Doctoral degree","Data Scientist","1-2"
"2129",1067,"Q16_Part_2","r",17,70,80,"Male","30-34","Australia","Doctoral degree","Data Scientist","1-2"
"2130",1068,"Q13_Part_7","matlab",12,60,70,"Male","30-34","United States of America","Master’s degree","Data Scientist","1-2"
"2131",1068,"Q16_Part_1","python",16,60,70,"Male","30-34","United States of America","Master’s degree","Data Scientist","1-2"
"2132",1068,"Q16_Part_2","r",17,60,70,"Male","30-34","United States of America","Master’s degree","Data Scientist","1-2"
"2133",1069,"Q13_Part_7","matlab",12,90,100,"Male","25-29","Australia","Bachelor’s degree","Data Scientist","1-2"
"2134",1069,"Q16_Part_1","python",16,90,100,"Male","25-29","Australia","Bachelor’s degree","Data Scientist","1-2"
"2135",1070,"Q16_Part_1","python",16,70,80,"Male","25-29","Japan","Bachelor’s degree","Data Scientist","0-1"
"2136",1071,"Q13_Part_7","matlab",12,150,200,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2137",1071,"Q16_Part_1","python",16,150,200,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2138",1072,"Q13_Part_7","matlab",12,150,200,"Male","50-54","United States of America","Doctoral degree","Data Scientist","25-30"
"2139",1072,"Q16_Part_1","python",16,150,200,"Male","50-54","United States of America","Doctoral degree","Data Scientist","25-30"
"2140",1072,"Q16_Part_2","r",17,150,200,"Male","50-54","United States of America","Doctoral degree","Data Scientist","25-30"
"2141",1072,"Q16_Part_3","sql",19,150,200,"Male","50-54","United States of America","Doctoral degree","Data Scientist","25-30"
"2142",1072,"Q16_Part_9","matlab",12,150,200,"Male","50-54","United States of America","Doctoral degree","Data Scientist","25-30"
"2143",1073,"Q16_Part_1","python",16,80,90,"Male","22-24","Australia","Bachelor’s degree","Data Scientist","2-3"
"2144",1074,"Q16_Part_1","python",16,10,20,"Male","30-34","Other","Doctoral degree","Data Scientist","1-2"
"2145",1075,"Q16_Part_1","python",16,60,70,"Male","35-39","Hong Kong (S.A.R.)","Doctoral degree","Data Scientist","1-2"
"2146",1075,"Q16_Part_3","sql",19,60,70,"Male","35-39","Hong Kong (S.A.R.)","Doctoral degree","Data Scientist","1-2"
"2147",1076,"Q16_Part_1","python",16,50,60,"Male","25-29","Singapore","Master’s degree","Data Scientist","0-1"
"2148",1078,"Q16_Part_1","python",16,100,125,"Male","30-34","Canada","Doctoral degree","Data Scientist","4-5"
"2149",1078,"Q16_Part_3","sql",19,100,125,"Male","30-34","Canada","Doctoral degree","Data Scientist","4-5"
"2150",1079,"Q16_Part_2","r",17,70,80,"Male","30-34","United States of America","Master’s degree","Data Scientist","2-3"
"2151",1079,"Q16_Part_3","sql",19,70,80,"Male","30-34","United States of America","Master’s degree","Data Scientist","2-3"
"2152",1080,"Q16_Part_1","python",16,60,70,"Male","30-34","Japan","I prefer not to answer","Data Scientist","1-2"
"2153",1080,"Q16_Part_3","sql",19,60,70,"Male","30-34","Japan","I prefer not to answer","Data Scientist","1-2"
"2154",1081,"Q16_Part_1","python",16,30,40,"Female","30-34","Netherlands","Master’s degree","Data Scientist","2-3"
"2155",1081,"Q16_Part_2","r",17,30,40,"Female","30-34","Netherlands","Master’s degree","Data Scientist","2-3"
"2156",1081,"Q16_Part_3","sql",19,30,40,"Female","30-34","Netherlands","Master’s degree","Data Scientist","2-3"
"2157",1083,"Q13_Part_7","matlab",12,0,10,"Male","18-21","Indonesia","Bachelor’s degree","Data Scientist","0-1"
"2158",1083,"Q16_Part_1","python",16,0,10,"Male","18-21","Indonesia","Bachelor’s degree","Data Scientist","0-1"
"2159",1083,"Q16_Part_3","sql",19,0,10,"Male","18-21","Indonesia","Bachelor’s degree","Data Scientist","0-1"
"2160",1083,"Q16_Part_9","matlab",12,0,10,"Male","18-21","Indonesia","Bachelor’s degree","Data Scientist","0-1"
"2161",1084,"Q13_Part_7","matlab",12,150,200,"Female","35-39","United States of America","Doctoral degree","Data Scientist","5-10"
"2162",1084,"Q16_Part_1","python",16,150,200,"Female","35-39","United States of America","Doctoral degree","Data Scientist","5-10"
"2163",1084,"Q16_Part_9","matlab",12,150,200,"Female","35-39","United States of America","Doctoral degree","Data Scientist","5-10"
"2164",1085,"Q16_Part_1","python",16,125,150,"Male","30-34","United States of America","Master’s degree","Data Scientist","5-10"
"2165",1085,"Q16_Part_2","r",17,125,150,"Male","30-34","United States of America","Master’s degree","Data Scientist","5-10"
"2166",1085,"Q16_Part_3","sql",19,125,150,"Male","30-34","United States of America","Master’s degree","Data Scientist","5-10"
"2167",1086,"Q16_Part_1","python",16,60,70,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2168",1086,"Q16_Part_2","r",17,60,70,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2169",1086,"Q16_Part_3","sql",19,60,70,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2170",1087,"Q16_Part_1","python",16,70,80,"Male","25-29","Australia","Bachelor’s degree","Data Scientist","1-2"
"2171",1090,"Q16_Part_2","r",17,100,125,"Female","25-29","United States of America","Master’s degree","Data Scientist","3-4"
"2172",1090,"Q16_Part_3","sql",19,100,125,"Female","25-29","United States of America","Master’s degree","Data Scientist","3-4"
"2173",1091,"Q16_Part_2","r",17,20,30,"Male","45-49","United States of America","Bachelor’s degree","Data Scientist","0-1"
"2174",1091,"Q16_Part_3","sql",19,20,30,"Male","45-49","United States of America","Bachelor’s degree","Data Scientist","0-1"
"2175",1093,"Q16_Part_1","python",16,150,200,"Male","35-39","United States of America","Doctoral degree","Data Scientist","0-1"
"2176",1093,"Q16_Part_2","r",17,150,200,"Male","35-39","United States of America","Doctoral degree","Data Scientist","0-1"
"2177",1093,"Q16_Part_3","sql",19,150,200,"Male","35-39","United States of America","Doctoral degree","Data Scientist","0-1"
"2178",1094,"Q16_Part_1","python",16,70,80,"Male","35-39","Hong Kong (S.A.R.)","Master’s degree","Data Scientist","2-3"
"2179",1094,"Q16_Part_2","r",17,70,80,"Male","35-39","Hong Kong (S.A.R.)","Master’s degree","Data Scientist","2-3"
"2180",1094,"Q16_Part_3","sql",19,70,80,"Male","35-39","Hong Kong (S.A.R.)","Master’s degree","Data Scientist","2-3"
"2181",1095,"Q16_Part_1","python",16,30,40,"Male","30-34","Malaysia","Bachelor’s degree","Data Scientist","5-10"
"2182",1095,"Q16_Part_2","r",17,30,40,"Male","30-34","Malaysia","Bachelor’s degree","Data Scientist","5-10"
"2183",1095,"Q16_Part_3","sql",19,30,40,"Male","30-34","Malaysia","Bachelor’s degree","Data Scientist","5-10"
"2184",1096,"Q13_Part_7","matlab",12,90,100,"Female","25-29","United States of America","Master’s degree","Data Scientist","3-4"
"2185",1096,"Q16_Part_1","python",16,90,100,"Female","25-29","United States of America","Master’s degree","Data Scientist","3-4"
"2186",1096,"Q16_Part_2","r",17,90,100,"Female","25-29","United States of America","Master’s degree","Data Scientist","3-4"
"2187",1096,"Q16_Part_3","sql",19,90,100,"Female","25-29","United States of America","Master’s degree","Data Scientist","3-4"
"2188",1097,"Q16_Part_1","python",16,80,90,"Female","30-34","United States of America","Master’s degree","Data Scientist","1-2"
"2189",1097,"Q16_Part_3","sql",19,80,90,"Female","30-34","United States of America","Master’s degree","Data Scientist","1-2"
"2190",1098,"Q13_Part_7","matlab",12,90,100,"Female","45-49","United States of America","Doctoral degree","Data Scientist","1-2"
"2191",1099,"Q13_Part_7","matlab",12,60,70,"Male","25-29","Canada","Doctoral degree","Data Scientist","0-1"
"2192",1099,"Q16_Part_1","python",16,60,70,"Male","25-29","Canada","Doctoral degree","Data Scientist","0-1"
"2193",1099,"Q16_Part_2","r",17,60,70,"Male","25-29","Canada","Doctoral degree","Data Scientist","0-1"
"2194",1099,"Q16_Part_3","sql",19,60,70,"Male","25-29","Canada","Doctoral degree","Data Scientist","0-1"
"2195",1100,"Q16_Part_1","python",16,100,125,"Male","40-44","United States of America","Master’s degree","Data Scientist","1-2"
"2196",1100,"Q16_Part_2","r",17,100,125,"Male","40-44","United States of America","Master’s degree","Data Scientist","1-2"
"2197",1100,"Q16_Part_3","sql",19,100,125,"Male","40-44","United States of America","Master’s degree","Data Scientist","1-2"
"2198",1101,"Q16_Part_1","python",16,0,10,"Male","22-24","United States of America","Bachelor’s degree","Data Scientist","0-1"
"2199",1101,"Q16_Part_3","sql",19,0,10,"Male","22-24","United States of America","Bachelor’s degree","Data Scientist","0-1"
"2200",1102,"Q13_Part_7","matlab",12,0,10,"Male","22-24","Viet Nam","Master’s degree","Data Scientist","0-1"
"2201",1102,"Q16_Part_1","python",16,0,10,"Male","22-24","Viet Nam","Master’s degree","Data Scientist","0-1"
"2202",1102,"Q16_Part_9","matlab",12,0,10,"Male","22-24","Viet Nam","Master’s degree","Data Scientist","0-1"
"2203",1104,"Q13_Part_7","matlab",12,125,150,"Male","25-29","Brazil","Some college/university study without earning a bachelor’s degree","Data Scientist","4-5"
"2204",1104,"Q16_Part_1","python",16,125,150,"Male","25-29","Brazil","Some college/university study without earning a bachelor’s degree","Data Scientist","4-5"
"2205",1104,"Q16_Part_3","sql",19,125,150,"Male","25-29","Brazil","Some college/university study without earning a bachelor’s degree","Data Scientist","4-5"
"2206",1106,"Q16_Part_1","python",16,150,200,"Male","60-69","United States of America","Master’s degree","Data Scientist","15-20"
"2207",1106,"Q16_Part_3","sql",19,150,200,"Male","60-69","United States of America","Master’s degree","Data Scientist","15-20"
"2208",1107,"Q16_Part_1","python",16,100,125,"Female","25-29","United States of America","Doctoral degree","Data Scientist","0-1"
"2209",1107,"Q16_Part_3","sql",19,100,125,"Female","25-29","United States of America","Doctoral degree","Data Scientist","0-1"
"2210",1108,"Q16_Part_2","r",17,80,90,"Female","30-34","United States of America","Doctoral degree","Data Scientist","1-2"
"2211",1108,"Q16_Part_3","sql",19,80,90,"Female","30-34","United States of America","Doctoral degree","Data Scientist","1-2"
"2212",1109,"Q16_Part_1","python",16,0,10,"Male","30-34","Mexico","Master’s degree","Data Scientist","2-3"
"2213",1109,"Q16_Part_2","r",17,0,10,"Male","30-34","Mexico","Master’s degree","Data Scientist","2-3"
"2214",1109,"Q16_Part_3","sql",19,0,10,"Male","30-34","Mexico","Master’s degree","Data Scientist","2-3"
"2215",1110,"Q16_Part_1","python",16,90,100,"Female","30-34","United States of America","Master’s degree","Data Scientist","0-1"
"2216",1110,"Q16_Part_3","sql",19,90,100,"Female","30-34","United States of America","Master’s degree","Data Scientist","0-1"
"2217",1111,"Q16_Part_1","python",16,60,70,"Male","25-29","Japan","Master’s degree","Data Scientist","0-1"
"2218",1112,"Q16_Part_1","python",16,70,80,"Male","30-34","China","Master’s degree","Data Scientist","2-3"
"2219",1113,"Q16_Part_1","python",16,70,80,"Male","30-34","Canada","Doctoral degree","Data Scientist","1-2"
"2220",1113,"Q16_Part_3","sql",19,70,80,"Male","30-34","Canada","Doctoral degree","Data Scientist","1-2"
"2221",1114,"Q16_Part_1","python",16,0,10,"Male","22-24","Brazil","Master’s degree","Data Scientist","1-2"
"2222",1115,"Q16_Part_1","python",16,0,10,"Male","25-29","Viet Nam","Master’s degree","Data Scientist","2-3"
"2223",1115,"Q16_Part_2","r",17,0,10,"Male","25-29","Viet Nam","Master’s degree","Data Scientist","2-3"
"2224",1115,"Q16_Part_3","sql",19,0,10,"Male","25-29","Viet Nam","Master’s degree","Data Scientist","2-3"
"2225",1116,"Q16_Part_1","python",16,20,30,"Male","25-29","South Korea","Bachelor’s degree","Data Scientist","1-2"
"2226",1116,"Q16_Part_2","r",17,20,30,"Male","25-29","South Korea","Bachelor’s degree","Data Scientist","1-2"
"2227",1116,"Q16_Part_3","sql",19,20,30,"Male","25-29","South Korea","Bachelor’s degree","Data Scientist","1-2"
"2228",1117,"Q13_Part_7","matlab",12,150,200,"Male","55-59","United States of America","Doctoral degree","Data Scientist","20-25"
"2229",1117,"Q16_Part_1","python",16,150,200,"Male","55-59","United States of America","Doctoral degree","Data Scientist","20-25"
"2230",1117,"Q16_Part_9","matlab",12,150,200,"Male","55-59","United States of America","Doctoral degree","Data Scientist","20-25"
"2231",1118,"Q16_Part_1","python",16,100,125,"Female","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2232",1118,"Q16_Part_3","sql",19,100,125,"Female","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2233",1119,"Q16_Part_1","python",16,50,60,"Male","30-34","United States of America","Master’s degree","Data Scientist","0-1"
"2234",1119,"Q16_Part_2","r",17,50,60,"Male","30-34","United States of America","Master’s degree","Data Scientist","0-1"
"2235",1119,"Q16_Part_3","sql",19,50,60,"Male","30-34","United States of America","Master’s degree","Data Scientist","0-1"
"2236",1120,"Q16_Part_1","python",16,150,200,"Male","35-39","United States of America","Master’s degree","Data Scientist","3-4"
"2237",1120,"Q16_Part_2","r",17,150,200,"Male","35-39","United States of America","Master’s degree","Data Scientist","3-4"
"2238",1120,"Q16_Part_3","sql",19,150,200,"Male","35-39","United States of America","Master’s degree","Data Scientist","3-4"
"2239",1121,"Q16_Part_1","python",16,20,30,"Male","25-29","Brazil","Master’s degree","Data Scientist","1-2"
"2240",1122,"Q13_Part_7","matlab",12,90,100,"Female","35-39","United States of America","Master’s degree","Data Scientist","1-2"
"2241",1122,"Q16_Part_1","python",16,90,100,"Female","35-39","United States of America","Master’s degree","Data Scientist","1-2"
"2242",1122,"Q16_Part_2","r",17,90,100,"Female","35-39","United States of America","Master’s degree","Data Scientist","1-2"
"2243",1123,"Q13_Part_7","matlab",12,125,150,"Male","30-34","United States of America","Master’s degree","Data Scientist","1-2"
"2244",1123,"Q16_Part_1","python",16,125,150,"Male","30-34","United States of America","Master’s degree","Data Scientist","1-2"
"2245",1123,"Q16_Part_3","sql",19,125,150,"Male","30-34","United States of America","Master’s degree","Data Scientist","1-2"
"2246",1124,"Q16_Part_2","r",17,40,50,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2247",1125,"Q16_Part_1","python",16,10,20,"Male","25-29","Brazil","Bachelor’s degree","Data Scientist","1-2"
"2248",1125,"Q16_Part_2","r",17,10,20,"Male","25-29","Brazil","Bachelor’s degree","Data Scientist","1-2"
"2249",1125,"Q16_Part_3","sql",19,10,20,"Male","25-29","Brazil","Bachelor’s degree","Data Scientist","1-2"
"2250",1126,"Q13_Part_7","matlab",12,90,100,"Male","35-39","United States of America","Master’s degree","Data Scientist","2-3"
"2251",1126,"Q16_Part_1","python",16,90,100,"Male","35-39","United States of America","Master’s degree","Data Scientist","2-3"
"2252",1126,"Q16_Part_3","sql",19,90,100,"Male","35-39","United States of America","Master’s degree","Data Scientist","2-3"
"2253",1127,"Q16_Part_1","python",16,125,150,"Male","55-59","United States of America","Doctoral degree","Data Scientist","25-30"
"2254",1128,"Q16_Part_1","python",16,60,70,"Male","30-34","United States of America","Master’s degree","Data Scientist","0-1"
"2255",1128,"Q16_Part_2","r",17,60,70,"Male","30-34","United States of America","Master’s degree","Data Scientist","0-1"
"2256",1128,"Q16_Part_3","sql",19,60,70,"Male","30-34","United States of America","Master’s degree","Data Scientist","0-1"
"2257",1129,"Q16_Part_1","python",16,125,150,"Male","40-44","United States of America","Bachelor’s degree","Data Scientist","2-3"
"2258",1129,"Q16_Part_2","r",17,125,150,"Male","40-44","United States of America","Bachelor’s degree","Data Scientist","2-3"
"2259",1129,"Q16_Part_3","sql",19,125,150,"Male","40-44","United States of America","Bachelor’s degree","Data Scientist","2-3"
"2260",1130,"Q13_Part_7","matlab",12,90,100,"Male","35-39","United States of America","Doctoral degree","Data Scientist","2-3"
"2261",1130,"Q16_Part_1","python",16,90,100,"Male","35-39","United States of America","Doctoral degree","Data Scientist","2-3"
"2262",1130,"Q16_Part_3","sql",19,90,100,"Male","35-39","United States of America","Doctoral degree","Data Scientist","2-3"
"2263",1131,"Q16_Part_2","r",17,100,125,"Male","60-69","United States of America","Bachelor’s degree","Data Scientist","30 +"
"2264",1131,"Q16_Part_3","sql",19,100,125,"Male","60-69","United States of America","Bachelor’s degree","Data Scientist","30 +"
"2265",1133,"Q16_Part_1","python",16,150,200,"Male","45-49","United States of America","Some college/university study without earning a bachelor’s degree","Data Scientist","2-3"
"2266",1135,"Q16_Part_1","python",16,150,200,"Male","25-29","United States of America","Master’s degree","Data Scientist","4-5"
"2267",1135,"Q16_Part_2","r",17,150,200,"Male","25-29","United States of America","Master’s degree","Data Scientist","4-5"
"2268",1135,"Q16_Part_3","sql",19,150,200,"Male","25-29","United States of America","Master’s degree","Data Scientist","4-5"
"2269",1136,"Q13_Part_7","matlab",12,100,125,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2270",1136,"Q16_Part_1","python",16,100,125,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2271",1136,"Q16_Part_2","r",17,100,125,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2272",1136,"Q16_Part_3","sql",19,100,125,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2273",1136,"Q16_Part_9","matlab",12,100,125,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2274",1137,"Q16_Part_1","python",16,50,60,"Female","30-34","Viet Nam","Master’s degree","Data Scientist","4-5"
"2275",1138,"Q16_Part_1","python",16,200,250,"Male","45-49","United States of America","Doctoral degree","Data Scientist","10-15"
"2276",1138,"Q16_Part_2","r",17,200,250,"Male","45-49","United States of America","Doctoral degree","Data Scientist","10-15"
"2277",1138,"Q16_Part_3","sql",19,200,250,"Male","45-49","United States of America","Doctoral degree","Data Scientist","10-15"
"2278",1139,"Q16_Part_1","python",16,150,200,"Male","40-44","United States of America","Doctoral degree","Data Scientist","5-10"
"2279",1139,"Q16_Part_3","sql",19,150,200,"Male","40-44","United States of America","Doctoral degree","Data Scientist","5-10"
"2280",1140,"Q16_Part_1","python",16,50,60,"Male","50-54","Brazil","Master’s degree","Data Scientist","4-5"
"2281",1140,"Q16_Part_2","r",17,50,60,"Male","50-54","Brazil","Master’s degree","Data Scientist","4-5"
"2282",1140,"Q16_Part_3","sql",19,50,60,"Male","50-54","Brazil","Master’s degree","Data Scientist","4-5"
"2283",1141,"Q16_Part_1","python",16,100,125,"Male","25-29","United States of America","Doctoral degree","Data Scientist","4-5"
"2284",1141,"Q16_Part_3","sql",19,100,125,"Male","25-29","United States of America","Doctoral degree","Data Scientist","4-5"
"2285",1143,"Q16_Part_1","python",16,30,40,"Female","35-39","Japan","Bachelor’s degree","Data Scientist","0-1"
"2286",1144,"Q16_Part_1","python",16,250,300,"Male","45-49","United States of America","Doctoral degree","Data Scientist","5-10"
"2287",1145,"Q16_Part_1","python",16,10,20,"Male","35-39","Philippines","Doctoral degree","Data Scientist","10-15"
"2288",1145,"Q16_Part_2","r",17,10,20,"Male","35-39","Philippines","Doctoral degree","Data Scientist","10-15"
"2289",1145,"Q16_Part_3","sql",19,10,20,"Male","35-39","Philippines","Doctoral degree","Data Scientist","10-15"
"2290",1146,"Q13_Part_7","matlab",12,20,30,"Male","35-39","South Africa","Master’s degree","Data Scientist","1-2"
"2291",1146,"Q16_Part_1","python",16,20,30,"Male","35-39","South Africa","Master’s degree","Data Scientist","1-2"
"2292",1146,"Q16_Part_2","r",17,20,30,"Male","35-39","South Africa","Master’s degree","Data Scientist","1-2"
"2293",1146,"Q16_Part_3","sql",19,20,30,"Male","35-39","South Africa","Master’s degree","Data Scientist","1-2"
"2294",1147,"Q16_Part_1","python",16,150,200,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2295",1147,"Q16_Part_3","sql",19,150,200,"Male","25-29","United States of America","Master’s degree","Data Scientist","0-1"
"2296",1148,"Q16_Part_1","python",16,90,100,"Male","30-34","United States of America","Bachelor’s degree","Data Scientist","0-1"
"2297",1148,"Q16_Part_3","sql",19,90,100,"Male","30-34","United States of America","Bachelor’s degree","Data Scientist","0-1"
"2298",1149,"Q16_Part_1","python",16,150,200,"Male","35-39","United States of America","Master’s degree","Data Scientist","4-5"
"2299",1149,"Q16_Part_2","r",17,150,200,"Male","35-39","United States of America","Master’s degree","Data Scientist","4-5"
"2300",1149,"Q16_Part_3","sql",19,150,200,"Male","35-39","United States of America","Master’s degree","Data Scientist","4-5"
"2301",1150,"Q16_Part_1","python",16,50,60,"Female","30-34","India","Master’s degree","Data Scientist","1-2"
"2302",1151,"Q13_Part_7","matlab",12,150,200,"Female","25-29","United States of America","Bachelor’s degree","Data Scientist","3-4"
"2303",1151,"Q16_Part_1","python",16,150,200,"Female","25-29","United States of America","Bachelor’s degree","Data Scientist","3-4"
"2304",1151,"Q16_Part_2","r",17,150,200,"Female","25-29","United States of America","Bachelor’s degree","Data Scientist","3-4"
"2305",1151,"Q16_Part_3","sql",19,150,200,"Female","25-29","United States of America","Bachelor’s degree","Data Scientist","3-4"
"2306",1152,"Q16_Part_1","python",16,100,125,"Male","30-34","Australia","Master’s degree","Data Scientist","5-10"
"2307",1152,"Q16_Part_2","r",17,100,125,"Male","30-34","Australia","Master’s degree","Data Scientist","5-10"
"2308",1152,"Q16_Part_3","sql",19,100,125,"Male","30-34","Australia","Master’s degree","Data Scientist","5-10"
"2309",1153,"Q16_Part_1","python",16,300,400,"Male","45-49","United States of America","Doctoral degree","Data Scientist","15-20"
"2310",1153,"Q16_Part_2","r",17,300,400,"Male","45-49","United States of America","Doctoral degree","Data Scientist","15-20"
"2311",1153,"Q16_Part_3","sql",19,300,400,"Male","45-49","United States of America","Doctoral degree","Data Scientist","15-20"
"2312",1154,"Q16_Part_1","python",16,50,60,"Male","25-29","France","Master’s degree","Data Scientist","0-1"
"2313",1154,"Q16_Part_2","r",17,50,60,"Male","25-29","France","Master’s degree","Data Scientist","0-1"
"2314",1155,"Q16_Part_1","python",16,70,80,"Male","22-24","I do not wish to disclose my location","Master’s degree","Data Scientist","3-4"
"2315",1155,"Q16_Part_3","sql",19,70,80,"Male","22-24","I do not wish to disclose my location","Master’s degree","Data Scientist","3-4"
"2316",1156,"Q16_Part_1","python",16,70,80,"Male","30-34","Canada","Bachelor’s degree","Data Scientist","3-4"
"2317",1156,"Q16_Part_2","r",17,70,80,"Male","30-34","Canada","Bachelor’s degree","Data Scientist","3-4"
"2318",1156,"Q16_Part_3","sql",19,70,80,"Male","30-34","Canada","Bachelor’s degree","Data Scientist","3-4"
"2319",1157,"Q13_Part_7","matlab",12,30,40,"Male","40-44","I do not wish to disclose my location","Master’s degree","Data Scientist","15-20"
"2320",1157,"Q16_Part_1","python",16,30,40,"Male","40-44","I do not wish to disclose my location","Master’s degree","Data Scientist","15-20"
"2321",1157,"Q16_Part_2","r",17,30,40,"Male","40-44","I do not wish to disclose my location","Master’s degree","Data Scientist","15-20"
"2322",1157,"Q16_Part_3","sql",19,30,40,"Male","40-44","I do not wish to disclose my location","Master’s degree","Data Scientist","15-20"
"2323",1157,"Q16_Part_9","matlab",12,30,40,"Male","40-44","I do not wish to disclose my location","Master’s degree","Data Scientist","15-20"
"2324",1158,"Q16_Part_1","python",16,100,125,"Male","25-29","United States of America","Master’s degree","Data Scientist","3-4"
"2325",1158,"Q16_Part_2","r",17,100,125,"Male","25-29","United States of America","Master’s degree","Data Scientist","3-4"
"2326",1159,"Q16_Part_1","python",16,60,70,"Male","30-34","Japan","Master’s degree","Data Scientist","4-5"
"2327",1159,"Q16_Part_2","r",17,60,70,"Male","30-34","Japan","Master’s degree","Data Scientist","4-5"
"2328",1159,"Q16_Part_3","sql",19,60,70,"Male","30-34","Japan","Master’s degree","Data Scientist","4-5"
"2329",1160,"Q16_Part_1","python",16,90,100,"Male","25-29","United States of America","Bachelor’s degree","Data Scientist","0-1"
"2330",1160,"Q16_Part_2","r",17,90,100,"Male","25-29","United States of America","Bachelor’s degree","Data Scientist","0-1"
"2331",1160,"Q16_Part_3","sql",19,90,100,"Male","25-29","United States of America","Bachelor’s degree","Data Scientist","0-1"
"2332",1161,"Q16_Part_1","python",16,60,70,"Male","30-34","Singapore","Doctoral degree","Data Scientist","1-2"
"2333",1161,"Q16_Part_2","r",17,60,70,"Male","30-34","Singapore","Doctoral degree","Data Scientist","1-2"
"2334",1161,"Q16_Part_3","sql",19,60,70,"Male","30-34","Singapore","Doctoral degree","Data Scientist","1-2"
"2335",1162,"Q16_Part_1","python",16,20,30,"Male","30-34","Thailand","Master’s degree","Data Scientist","1-2"
"2336",1163,"Q16_Part_1","python",16,200,250,"Male","30-34","United States of America","Master’s degree","Data Scientist","3-4"
"2337",1163,"Q16_Part_2","r",17,200,250,"Male","30-34","United States of America","Master’s degree","Data Scientist","3-4"
"2338",1163,"Q16_Part_3","sql",19,200,250,"Male","30-34","United States of America","Master’s degree","Data Scientist","3-4"
"2339",1164,"Q16_Part_1","python",16,70,80,"Male","30-34","United States of America","Doctoral degree","Data Scientist","0-1"
"2340",1164,"Q16_Part_2","r",17,70,80,"Male","30-34","United States of America","Doctoral degree","Data Scientist","0-1"
"2341",1164,"Q16_Part_3","sql",19,70,80,"Male","30-34","United States of America","Doctoral degree","Data Scientist","0-1"
"2342",1165,"Q16_Part_1","python",16,0,10,"Male","30-34","Other","Master’s degree","Data Scientist","4-5"
"2343",1165,"Q16_Part_3","sql",19,0,10,"Male","30-34","Other","Master’s degree","Data Scientist","4-5"
"2344",1166,"Q16_Part_1","python",16,0,10,"Male","22-24","India","Bachelor’s degree","Data Scientist","2-3"
"2345",1168,"Q16_Part_1","python",16,40,50,"Male","25-29","Israel","Master’s degree","Data Scientist","2-3"
"2346",1168,"Q16_Part_2","r",17,40,50,"Male","25-29","Israel","Master’s degree","Data Scientist","2-3"
"2347",1168,"Q16_Part_3","sql",19,40,50,"Male","25-29","Israel","Master’s degree","Data Scientist","2-3"
"2348",1169,"Q13_Part_7","matlab",12,50,60,"Male","25-29","Singapore","Master’s degree","Data Scientist","0-1"
