"","ID","Gender","Age","Location","Education","Major","Title","Industry","Experience","DataScientist","PrimarySkill","Skills","name"
"695",436,"Male","30-34","India","Master’s degree",NA,"Business Analyst","Computers/Technology","1-2","Definitely yes",NA,"Csharp",NA
"696",1684,"Female","22-24","Kenya","Bachelor’s degree","Environmental science or geology","Data Analyst",NA,"0-1","Definitely yes",NA,"Csharp",NA
"697",3096,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","Probably not",NA,"Csharp",NA
"698",4340,"Male","40-44","Nigeria","Professional degree","Mathematics or statistics",NA,NA,"1-2","Definitely yes",NA,"Csharp",NA
"699",4407,"Male","22-24","I do not wish to disclose my location","Bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably not",NA,"Csharp","Visual Studio Code"
"700",5798,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree",NA,"Student","I am a student","0-1","Definitely not",NA,"Csharp",NA
"701",6155,"Male","30-34","South Korea","Bachelor’s degree",NA,"Not employed",NA,NA,"Definitely yes",NA,"Csharp",NA
"702",6190,"Male","30-34","Poland","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","10-15","Maybe",NA,"Csharp",NA
"703",6605,"Prefer to self-describe","30-34","Sweden","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5","Maybe",NA,"Csharp",NA
"704",6711,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Definitely not",NA,"Csharp",NA
"705",6802,"Male","50-54","United States of America","Master’s degree","Engineering (non-computer focused)","Research Scientist","Computers/Technology","4-5","Probably not",NA,"Csharp",NA
"706",7125,"Female","40-44","Canada","Bachelor’s degree","Fine arts or performing arts","Not employed",NA,NA,"Probably not",NA,"Csharp","Visual Studio Code"
"707",7166,"Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree",NA,NA,"I am a student","0-1","Probably not",NA,"Csharp",NA
"708",8121,"Male","50-54","India","Professional degree","Engineering (non-computer focused)","Chief Officer","Computers/Technology","20-25","Probably yes",NA,"Csharp",NA
"709",8233,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"Csharp",NA
"710",8594,"Male","25-29","Germany","Master’s degree",NA,"Student","I am a student","5-10","Probably yes",NA,"Csharp",NA
"711",9151,"Male","35-39","Germany","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","5-10","Probably yes",NA,"Csharp",NA
"712",9465,"Male","70-79","India","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Medical/Pharmaceutical","30 +","Maybe",NA,"Csharp",NA
"713",9725,"Male","40-44","Italy","Bachelor’s degree","Physics or astronomy","Not employed",NA,NA,"Maybe",NA,"Csharp",NA
"714",10112,"Male","35-39","United Kingdom of Great Britain and Northern Ireland","Master’s degree",NA,"Software Engineer","Computers/Technology","5-10","Probably yes",NA,"Csharp","Visual Studio Code"
"715",10184,"Male","30-34","Italy","Master’s degree","Engineering (non-computer focused)","Student",NA,NA,"Definitely not",NA,"Csharp","Visual Studio Code"
"716",10542,"Male","25-29","Ireland","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"Csharp",NA
"717",11107,"Male","55-59","United States of America","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Academics/Education","20-25","Definitely not",NA,"Csharp",NA
"718",12026,"Male","25-29","Italy","No formal education past high school",NA,"Software Engineer","Computers/Technology","2-3","Maybe",NA,"Csharp",NA
"719",12495,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"Csharp","Visual Studio Code"
"720",12747,"Male","25-29","Italy","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education",NA,"Definitely yes",NA,"Csharp",NA
"721",12954,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably not",NA,"Csharp","Visual Studio Code"
"722",13686,"Male","25-29","Italy","Bachelor’s degree","Physics or astronomy",NA,"Shipping/Transportation","1-2","Probably not",NA,"Csharp",NA
"723",13694,"Male","45-49","Netherlands","No formal education past high school",NA,"Consultant","Insurance/Risk Assessment","20-25","Probably not",NA,"Csharp",NA
"724",13972,"Male","22-24","Brazil","Master’s degree","Mathematics or statistics","Student","I am a student","4-5",NA,NA,"Csharp",NA
"725",14075,"Male","30-34","India","Bachelor’s degree","Engineering (non-computer focused)","DBA/Database Engineer",NA,"10-15","Definitely yes",NA,"Csharp",NA
"726",14435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Csharp",NA
"727",14650,"Female","22-24","India","Master’s degree","Physics or astronomy","Statistician","Marketing/CRM","0-1",NA,NA,"Csharp",NA
"728",14803,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"Csharp","Visual Studio Code"
"729",14834,"Male","18-21","India","Bachelor’s degree",NA,"Student","I am a student","2-3",NA,NA,"Csharp",NA
"730",14896,"Female","22-24","China","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"Csharp",NA
"731",15013,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"Csharp",NA
"732",15035,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Csharp",NA
"733",15260,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","Probably not",NA,"Csharp",NA
"734",15328,"Male","55-59","Brazil","Doctoral degree","Engineering (non-computer focused)","Software Engineer","Academics/Education","25-30",NA,NA,"Csharp",NA
"735",15338,"Male","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Student","I am a student","3-4",NA,NA,"Csharp",NA
"736",15524,"Male","25-29","Brazil","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","1-2",NA,NA,"Csharp",NA
"737",15582,"Female","22-24","India","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"Csharp","Visual Studio Code"
"738",15646,"Female","22-24","United States of America","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"Csharp",NA
"739",15651,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"Csharp",NA
"740",15674,"Male","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Csharp",NA
"741",15771,"Female","22-24","United States of America","Bachelor’s degree","Mathematics or statistics","Research Scientist","Military/Security/Defense","0-1",NA,NA,"Csharp",NA
"742",15807,"Male","22-24","China","Master’s degree","Mathematics or statistics","Student","Computers/Technology","1-2",NA,NA,"Csharp",NA
"743",16027,"Female","25-29","I do not wish to disclose my location","Master’s degree","Mathematics or statistics","Student","I am a student","1-2",NA,NA,"Csharp",NA
"744",16128,"Male","22-24","India","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","3-4",NA,NA,"Csharp",NA
"745",16307,"Male","25-29","United States of America","Master’s degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","3-4",NA,NA,"Csharp",NA
"746",16526,"Male","25-29","China","Bachelor’s degree","Physics or astronomy","Research Scientist","I am a student","2-3",NA,NA,"Csharp",NA
"747",16572,"Male","22-24","Japan","I prefer not to answer","Physics or astronomy","Student","I am a student","4-5",NA,NA,"Csharp",NA
"748",16585,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)",NA,"Military/Security/Defense","2-3",NA,NA,"Csharp",NA
"749",16610,"Prefer not to say","22-24","India","I prefer not to answer","Engineering (non-computer focused)","Not employed",NA,NA,NA,NA,"Csharp",NA
"750",16649,"Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Consultant","Computers/Technology","5-10",NA,NA,"Csharp",NA
"751",16678,"Male","18-21","South Korea","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Csharp",NA
"752",16685,"Male","25-29","Indonesia","Master’s degree","Engineering (non-computer focused)","Software Engineer","Retail/Sales","0-1",NA,NA,"Csharp",NA
"753",16738,"Male","22-24","China","Master’s degree",NA,"Student","I am a student","1-2",NA,NA,"Csharp",NA
"754",16749,"Male","35-39","Israel","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Government/Public Service","10-15",NA,NA,"Csharp",NA
"755",16766,"Prefer not to say","18-21","Mexico","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","2-3",NA,NA,"Csharp",NA
"756",16793,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","0-1",NA,NA,"Csharp",NA
"757",17031,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Data Scientist","Marketing/CRM","0-1",NA,NA,"Csharp",NA
"758",17068,"Male","22-24","Colombia","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","1-2","Probably not",NA,"Csharp",NA
"759",17131,"Female","25-29","United States of America","Master’s degree","Mathematics or statistics","Student","Insurance/Risk Assessment","2-3",NA,NA,"Csharp",NA
"760",17171,"Male","30-34","Spain","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","0-1",NA,NA,"Csharp",NA
"761",17310,"Male","25-29","United States of America","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"Csharp",NA
"762",17344,"Male","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Academics/Education","2-3",NA,NA,"Csharp",NA
"763",17359,"Male","22-24","United States of America","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"Csharp",NA
"764",17372,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","3-4",NA,NA,"Csharp",NA
"765",17387,"Male","30-34","United States of America","Master’s degree","Mathematics or statistics","Data Analyst","Computers/Technology","1-2",NA,NA,"Csharp",NA
"766",17480,"Male","18-21","India","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"Csharp",NA
"767",17541,"Female","30-34","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,NA,"5-10",NA,NA,"Csharp",NA
"768",17570,"Male","22-24","China","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Csharp",NA
"769",17636,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Csharp",NA
"770",17699,"Male","22-24","China","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2",NA,NA,"Csharp",NA
"771",17707,"Male","22-24","United States of America","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5",NA,NA,"Csharp",NA
"772",17718,"Female","55-59","United States of America","Bachelor’s degree","Engineering (non-computer focused)",NA,"Computers/Technology","2-3",NA,NA,"Csharp",NA
"773",17812,"Female","18-21","India","Bachelor’s degree",NA,"Data Analyst","Accounting/Finance",NA,"Definitely not",NA,"Csharp",NA
"774",17832,"Male","25-29","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Csharp",NA
"775",18026,"Male","18-21","Mexico","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Maybe",NA,"Csharp",NA
"776",18092,"Male","30-34","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Academics/Education","5-10","Probably not",NA,"Csharp","Visual Studio Code"
"777",18114,"Male","25-29","Nigeria","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"Csharp",NA
"778",18210,"Male","22-24","United States of America","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","2-3",NA,NA,"Csharp",NA
"779",18244,"Male","35-39","United States of America","Master’s degree","Engineering (non-computer focused)","Data Engineer","Computers/Technology","5-10",NA,NA,"Csharp",NA
"780",18245,"Male","30-34","Canada","Master’s degree","Environmental science or geology","Student","Energy/Mining","4-5",NA,NA,"Csharp",NA
"781",18281,"Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"Csharp",NA
"782",18294,"Female","22-24","Brazil","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Definitely not",NA,"Csharp",NA
"783",18297,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Manufacturing/Fabrication","3-4",NA,NA,"Csharp",NA
"784",18391,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Csharp",NA
"785",18401,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Csharp",NA
"786",18407,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Business Analyst","Computers/Technology","0-1",NA,NA,"Csharp",NA
"787",18412,"Male","35-39","China","Master’s degree","Engineering (non-computer focused)","Data Scientist","Academics/Education","3-4",NA,NA,"Csharp",NA
"788",18482,"Male","25-29","China","Master’s degree",NA,"Student","I am a student","4-5","Probably yes",NA,"Csharp",NA
"789",18536,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Student","Accounting/Finance","1-2",NA,NA,"Csharp",NA
"790",18611,"Male","22-24","United States of America","Master’s degree","Engineering (non-computer focused)","Data Scientist","Medical/Pharmaceutical","0-1",NA,NA,"Csharp",NA
"791",18662,"Male","40-44","Portugal","Doctoral degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Csharp",NA
"792",18703,"Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Csharp",NA
"793",18714,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","0-1",NA,NA,"Csharp","Visual Studio Code"
"794",18768,"Male","18-21","Ukraine","No formal education past high school",NA,"Student","I am a student","0-1",NA,NA,"Csharp",NA
"795",18854,"Prefer not to say","25-29","Russia","Doctoral degree","Mathematics or statistics","Not employed",NA,NA,"Maybe",NA,"Csharp","Visual Studio Code"
"796",18904,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Marketing Analyst","I am a student","10-15",NA,NA,"Csharp",NA
"797",18992,"Prefer not to say","30-34","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Research Assistant","Computers/Technology","4-5",NA,NA,"Csharp",NA
"798",19026,"Female","18-21","China","No formal education past high school",NA,"Student","I am a student","1-2",NA,NA,"Csharp",NA
"799",19037,"Male","18-21","Denmark","Some college/university study without earning a bachelor’s degree","Physics or astronomy","Student","I am a student","5-10",NA,NA,"Csharp",NA
"800",19049,"Male","30-34","India","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Computers/Technology","5-10","Definitely yes",NA,"Csharp",NA
"801",19052,"Male","25-29","India","Bachelor’s degree","Physics or astronomy",NA,"Academics/Education","3-4","Maybe",NA,"Csharp",NA
"802",19201,"Male","35-39","Japan","Doctoral degree","Mathematics or statistics","Research Scientist","Computers/Technology","4-5","Definitely not",NA,"Csharp",NA
"803",19240,"Prefer not to say","22-24","Republic of Korea","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Csharp",NA
"804",19254,"Female","22-24","India","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Csharp",NA
"805",19475,"Male","25-29","France","Master’s degree","Engineering (non-computer focused)",NA,NA,"5-10",NA,NA,"Csharp",NA
"806",19484,"Female","22-24","Israel","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","0-1",NA,NA,"Csharp",NA
"807",19513,"Female","30-34","Netherlands","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Online Service/Internet-based Services","5-10",NA,NA,"Csharp",NA
"808",19541,"Male","25-29",NA,"Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Csharp",NA
"809",19585,"Male","35-39","Spain","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","0-1",NA,NA,"Csharp",NA
"810",19686,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","1-2",NA,NA,"Csharp",NA
"811",19759,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably yes",NA,"Csharp",NA
"812",19882,"Male","22-24","France","Master’s degree","Mathematics or statistics","Data Scientist","Computers/Technology","0-1",NA,NA,"Csharp",NA
"813",19924,"Male","45-49","Australia","Professional degree",NA,NA,"Manufacturing/Fabrication","20-25",NA,NA,"Csharp",NA
"814",20288,"Female","30-34","Australia","Master’s degree","Mathematics or statistics",NA,"Insurance/Risk Assessment","5-10",NA,NA,"Csharp",NA
"815",20424,"Male","22-24",NA,"Bachelor’s degree","Environmental science or geology","Data Scientist","Academics/Education","1-2",NA,NA,"Csharp",NA
"816",20425,"Male","18-21","Kenya","Bachelor’s degree","Mathematics or statistics","Data Analyst","Insurance/Risk Assessment","0-1",NA,NA,"Csharp",NA
"817",20435,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","3-4",NA,NA,"Csharp",NA
"818",20477,"Male","25-29","Israel","No formal education past high school",NA,"Software Engineer","Online Business/Internet-based Sales","10-15",NA,NA,"Csharp",NA
"819",20486,"Male","22-24","Pakistan","Bachelor’s degree",NA,"Student","I am a student",NA,NA,NA,"Csharp",NA
"820",20545,"Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Csharp",NA
"821",20691,"Male","35-39","Finland","Doctoral degree","Mathematics or statistics","Consultant","Computers/Technology","0-1",NA,NA,"Csharp",NA
"822",20695,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","Academics/Education","1-2",NA,NA,"Csharp",NA
"823",20791,"Male","22-24","China","Master’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Csharp",NA
"824",20925,"Male","35-39","India","Master’s degree","Engineering (non-computer focused)","Data Analyst","Energy/Mining","10-15",NA,NA,"Csharp",NA
"825",20985,"Female","30-34","India","Professional degree","Engineering (non-computer focused)","Software Engineer","Online Service/Internet-based Services","5-10",NA,NA,"Csharp",NA
"826",20987,"Female","25-29","Greece","Master’s degree","Environmental science or geology","Student","I am a student","4-5",NA,NA,"Csharp",NA
"827",21010,"Female","25-29","India","Master’s degree","Engineering (non-computer focused)","Software Engineer","Insurance/Risk Assessment","2-3",NA,NA,"Csharp",NA
"828",21033,"Male","30-34","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree",NA,NA,"Online Business/Internet-based Sales","4-5",NA,NA,"Csharp",NA
"829",21067,"Male","25-29","India","Bachelor’s degree","Engineering (non-computer focused)","Data Analyst","Computers/Technology","1-2",NA,NA,"Csharp",NA
"830",21082,"Male","25-29","Belarus","Doctoral degree","Mathematics or statistics","Research Scientist","Academics/Education","0-1",NA,NA,"Csharp",NA
"831",21180,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student",NA,NA,NA,"Csharp",NA
"832",21440,"Male","22-24","India","Bachelor’s degree",NA,"Student","I am a student","0-1",NA,NA,"Csharp",NA
"833",21484,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Data Scientist","I am a student","0-1",NA,NA,"Csharp",NA
"834",21528,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","I am a student","0-1",NA,NA,"Csharp",NA
"835",21605,"Male","22-24","France","Master’s degree","Mathematics or statistics","Student","I am a student",NA,NA,NA,"Csharp",NA
"836",21755,"Male","45-49","France","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","10-15","Maybe",NA,"Csharp",NA
"837",21887,"Male","45-49","Australia","Bachelor’s degree","Engineering (non-computer focused)","Consultant","Energy/Mining","4-5",NA,NA,"Csharp",NA
"838",22065,"Male","30-34","Australia","Master’s degree","Engineering (non-computer focused)","Data Analyst",NA,"3-4",NA,NA,"Csharp",NA
"839",22272,"Female","30-34","Ukraine","I prefer not to answer","Engineering (non-computer focused)","Software Engineer","Marketing/CRM","5-10","Definitely yes",NA,"Csharp",NA
"840",22307,"Female","40-44","Japan","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Consultant","Non-profit/Service","10-15",NA,NA,"Csharp",NA
"841",22338,"Male","30-34","Germany","Master’s degree","Mathematics or statistics","Data Scientist","I am a student","2-3",NA,NA,"Csharp",NA
"842",22463,"Female","22-24","India","Master’s degree","Mathematics or statistics",NA,"Academics/Education","0-1",NA,NA,"Csharp",NA
"843",22512,"Male","18-21","Germany","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Csharp",NA
"844",22620,"Female","22-24","South Africa","Bachelor’s degree","Mathematics or statistics","Data Analyst","Academics/Education","0-1",NA,NA,"Csharp",NA
"845",22654,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Csharp",NA
"846",22831,"Male","18-21","Poland","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Csharp",NA
"847",22957,"Male","22-24","Kenya","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Csharp",NA
"848",23047,"Male","30-34","France","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Manufacturing/Fabrication","5-10",NA,NA,"Csharp",NA
"849",23128,"Male","18-21",NA,"No formal education past high school",NA,"Student","Online Service/Internet-based Services","0-1",NA,NA,"Csharp",NA
"850",23146,"Male","25-29","Germany","Doctoral degree","Mathematics or statistics","Research Assistant","Academics/Education","3-4","Definitely yes",NA,"Csharp",NA
"851",23255,"Male","25-29","Germany","Master’s degree","Mathematics or statistics","Consultant",NA,"1-2",NA,NA,"Csharp",NA
"852",23273,"Male","18-21","Russia","Bachelor’s degree","Mathematics or statistics","Data Scientist","I am a student","2-3","Definitely yes",NA,"Csharp",NA
"853",23278,"Male","22-24","Russia","I prefer not to answer","Mathematics or statistics","Student","Online Service/Internet-based Services","5-10","Definitely yes",NA,"Csharp",NA
"854",23413,"Male","30-34","Russia","No formal education past high school",NA,"Business Analyst","Accounting/Finance","3-4","Maybe",NA,"Csharp",NA
"855",23450,"Male","25-29","Germany","Master’s degree","Engineering (non-computer focused)","Data Scientist","Computers/Technology","1-2","Definitely yes",NA,"Csharp",NA
"856",23493,"Male","35-39","I do not wish to disclose my location","Master’s degree","Engineering (non-computer focused)","Product/Project Manager","Manufacturing/Fabrication","10-15",NA,NA,"Csharp",NA
"857",23517,"Male","22-24","India","Master’s degree","Engineering (non-computer focused)","Student","I am a student","0-1",NA,NA,"Csharp",NA
"858",23535,"Male","25-29","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Mathematics or statistics",NA,"Insurance/Risk Assessment","5-10",NA,NA,"Csharp",NA
"859",23556,"Male","45-49","United Kingdom of Great Britain and Northern Ireland","Some college/university study without earning a bachelor’s degree","Environmental science or geology","Marketing Analyst","Online Service/Internet-based Services","0-1",NA,NA,"Csharp",NA
"860",23615,"Male","40-44","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Engineering (non-computer focused)","Chief Officer","Computers/Technology","5-10",NA,NA,"Csharp",NA
"861",23645,"Male","18-21","France","Master’s degree","Mathematics or statistics","Student","I am a student","0-1",NA,NA,"Csharp",NA
"862",23658,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2",NA,NA,"Csharp",NA
"863",23749,"Male","22-24","Turkey","Master’s degree","Engineering (non-computer focused)","Research Assistant","I am a student","0-1",NA,NA,"Csharp",NA
"864",23759,"Prefer not to say","30-34","Denmark","Doctoral degree","Physics or astronomy","Research Scientist","Academics/Education","5-10","Probably not",NA,"Csharp",NA
"865",23777,"Male","55-59","South Africa","Some college/university study without earning a bachelor’s degree","Engineering (non-computer focused)","Consultant","Manufacturing/Fabrication","15-20",NA,NA,"Csharp",NA
"866",9,"Male","25-29","Turkey","Master’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"MatLab","MATLAB"
"867",281,"Male","25-29","India","Professional degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","Definitely yes",NA,"MatLab",NA
"868",436,"Male","30-34","India","Master’s degree",NA,"Business Analyst","Computers/Technology","1-2","Definitely yes",NA,"MatLab","MATLAB"
"869",1684,"Female","22-24","Kenya","Bachelor’s degree","Environmental science or geology","Data Analyst",NA,"0-1","Definitely yes",NA,"MatLab",NA
"870",3096,"Male","22-24","India","Bachelor’s degree","Engineering (non-computer focused)","Software Engineer","Computers/Technology","0-1","Probably not",NA,"MatLab",NA
"871",4340,"Male","40-44","Nigeria","Professional degree","Mathematics or statistics",NA,NA,"1-2","Definitely yes",NA,"MatLab",NA
"872",4407,"Male","22-24","I do not wish to disclose my location","Bachelor’s degree","Engineering (non-computer focused)","Student","Computers/Technology","1-2","Probably not",NA,"MatLab","MATLAB"
"873",5798,"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree",NA,"Student","I am a student","0-1","Definitely not",NA,"MatLab",NA
"874",6155,"Male","30-34","South Korea","Bachelor’s degree",NA,"Not employed",NA,NA,"Definitely yes",NA,"MatLab","MATLAB"
"875",6190,"Male","30-34","Poland","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","10-15","Maybe",NA,"MatLab",NA
"876",6605,"Prefer to self-describe","30-34","Sweden","Doctoral degree","Engineering (non-computer focused)","Student","Academics/Education","4-5","Maybe",NA,"MatLab","MATLAB"
"877",6711,"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","Definitely not",NA,"MatLab",NA
"878",6802,"Male","50-54","United States of America","Master’s degree","Engineering (non-computer focused)","Research Scientist","Computers/Technology","4-5","Probably not",NA,"MatLab","MATLAB"
"879",7125,"Female","40-44","Canada","Bachelor’s degree","Fine arts or performing arts","Not employed",NA,NA,"Probably not",NA,"MatLab",NA
"880",7166,"Male","18-21","Viet Nam","Some college/university study without earning a bachelor’s degree",NA,NA,"I am a student","0-1","Probably not",NA,"MatLab",NA
"881",8121,"Male","50-54","India","Professional degree","Engineering (non-computer focused)","Chief Officer","Computers/Technology","20-25","Probably yes",NA,"MatLab","MATLAB"
"882",8233,"Female","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Not employed",NA,NA,"Definitely not",NA,"MatLab",NA
"883",8594,"Male","25-29","Germany","Master’s degree",NA,"Student","I am a student","5-10","Probably yes",NA,"MatLab","MATLAB"
"884",9151,"Male","35-39","Germany","Master’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","5-10","Probably yes",NA,"MatLab",NA
"885",9465,"Male","70-79","India","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Medical/Pharmaceutical","30 +","Maybe",NA,"MatLab",NA
"886",9725,"Male","40-44","Italy","Bachelor’s degree","Physics or astronomy","Not employed",NA,NA,"Maybe",NA,"MatLab","MATLAB"
"887",10112,"Male","35-39","United Kingdom of Great Britain and Northern Ireland","Master’s degree",NA,"Software Engineer","Computers/Technology","5-10","Probably yes",NA,"MatLab","MATLAB"
"888",10184,"Male","30-34","Italy","Master’s degree","Engineering (non-computer focused)","Student",NA,NA,"Definitely not",NA,"MatLab",NA
"889",10542,"Male","25-29","Ireland","Master’s degree","Mathematics or statistics","Not employed",NA,NA,"Probably yes",NA,"MatLab","MATLAB"
"890",11107,"Male","55-59","United States of America","Doctoral degree","Engineering (non-computer focused)","Research Scientist","Academics/Education","20-25","Definitely not",NA,"MatLab",NA
